0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,-2.032700000000000173e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000104e-03,2.999999999999465317e+00,-2.214733954509224025e-10,-2.032700000000000173e+00,9.259492498159470416e-15,-1.448243826742417932e-06,-5.792980920479865381e-04
1.000000000000000021e-02,2.999999999996602718e+00,-1.252756620092496538e-09,-2.032700000000000173e+00,6.448686291837776267e-14,-5.793071645776760570e-06,-1.158658250939054819e-03
1.499999999999999944e-02,2.999999999981424637e+00,-4.331096587242140520e-09,-2.032699999999996177e+00,1.148661461727829837e-12,-1.303524888339114342e-05,-1.738175291623785456e-03
2.000000000000000042e-02,2.999999999944503060e+00,-9.886419713179140904e-09,-2.032699999999970419e+00,5.454361137959988803e-12,-2.317549793359603876e-05,-2.317882136136207617e-03
2.500000000000000139e-02,2.999999999867974498e+00,-1.905334440962710769e-08,-2.032699999999897145e+00,1.644397276761018837e-11,-3.621518758310836653e-05,-2.897865700206097000e-03
2.999999999999999889e-02,2.999999999736824297e+00,-3.289504832306952954e-08,-2.032699999999755924e+00,3.680278664626559884e-11,-5.215546831836862733e-05,-3.478207434467346735e-03
3.500000000000000333e-02,2.999999999522559690e+00,-5.231674296205876587e-08,-2.032699999999442397e+00,7.603466809027477099e-11,-7.099852260978960477e-05,-4.058976591660361927e-03
4.000000000000000083e-02,2.999999999191726996e+00,-7.816551575955620281e-08,-2.032699999998818452e+00,1.461523958775619867e-10,-9.274691264912925310e-05,-4.640237936277032647e-03
4.499999999999999833e-02,2.999999998716969429e+00,-1.113605777234126323e-07,-2.032699999997785500e+00,2.561015756061340269e-10,-1.174027338633649591e-04,-5.222061801474201306e-03
5.000000000000000278e-02,2.999999998056411599e+00,-1.528235089038345080e-07,-2.032699999996020690e+00,4.264569982540097749e-10,-1.449691914130906464e-04,-5.804518549748448851e-03
5.500000000000000028e-02,2.999999997161991949e+00,-2.034768991314175526e-07,-2.032699999993106577e+00,6.827502776753814084e-10,-1.754499634716516834e-04,-6.387678556102115678e-03
5.999999999999999778e-02,2.999999995977864486e+00,-2.642458274558853120e-07,-2.032699999988295314e+00,1.061401870162857730e-09,-2.088493205034193151e-04,-6.971612250118049831e-03
6.500000000000000222e-02,2.999999994490257116e+00,-3.360450510471645834e-07,-2.032699999982081618e+00,1.551935285338277688e-09,-2.451683243906945171e-04,-7.556389866209682268e-03
7.000000000000000666e-02,2.999999992600784982e+00,-4.198100846252933127e-07,-2.032699999972461757e+00,2.238184927713368032e-09,-2.844144895519849737e-04,-8.142082031280868659e-03
7.499999999999999722e-02,2.999999990261251526e+00,-5.164641318668414053e-07,-2.032699999958913928e+00,3.148053273103244571e-09,-3.265915031044789663e-04,-8.728759139440031567e-03
8.000000000000000167e-02,2.999999987406948954e+00,-6.269355236842732238e-07,-2.032699999939974411e+00,4.335124275952986445e-09,-3.717043056978938014e-04,-9.316491669059082104e-03
8.500000000000000611e-02,2.999999983962891914e+00,-7.521556248722599588e-07,-2.032699999913659017e+00,5.867902046000023603e-09,-4.197586190890808915e-04,-9.905350149837680723e-03
